Issue Date,Issue No,Tenor,Weighted Average Rate
18/09/2017,2141,364,10.93
11/09/2017,2229,91,8.13
11/09/2017,2202,182,10.313
11/09/2017,2140,364,10.92
04/09/2017,2228,91,8.139
04/09/2017,2201,182,10.316
04/09/2017,2139,364,10.922
28/08/2017,2227,91,8.148
28/08/2017,2200,182,10.314
28/08/2017,2138,182,10.909
21/08/2017,2226,91,8.153
21/08/2017,2199,182,10.316
21/08/2017,2137,364,10.906
14/08/2017,2225,91,8.199
14/08/2017,2198,182,10.32
14/08/2017,2136,364,10.905
07/08/2017,2224,91,8.196
07/08/2017,2197,182,10.324
07/08/2017,2135,364,10.889
31/07/2017,2223,91,8.202
31/07/2017,2196,182,10.321
31/07/2017,2134,364,10.894
24/07/2017,2222,91,8.205
24/07/2017,2195,182,10.308
24/07/2017,2133,364,10.887
17/07/2017,2221,91,8.205
17/07/2017,2194,182,10.323
17/07/2017,2132,364,10.893
10/07/2017,2220,91,8.221
10/07/2017,2193,182,10.312
10/07/2017,2131,364,10.889
03/07/2017,2219,91,8.284
03/07/2017,2192,182,10.329
03/07/2017,2130,364,10.895
26/06/2017,2218,91,8.31
26/06/2017,2191,182,10.314
26/06/2017,2129,364,10.868
19/06/2017,2217,91,8.325
19/06/2017,2128,364,10.863
19/06/2017,2190,182,10.301
19/06/2017,2217,91,8.325
12/06/2017,2216,91,8.459
12/06/2017,2189,182,10.326
12/06/2017,2127,364,10.885
05/06/2017,2215,91,8.54
05/06/2017,2188,182,10.362
05/06/2017,2126,364,10.914
29/05/2017,2214,91,8.606
29/05/2017,2187,182,10.374
29/05/2017,2125,364,10.914
22/05/2017,2213,91,8.677
22/05/2017,2186,182,10.389
22/05/2017,2124,364,10.914
15/05/2017,2112,91,8.726
15/05/2017,2185,182,10.407
15/05/2017,2123,364,10.929
08/05/2017,2211,91,8.759
08/05/2017,2184,182,10.475
08/05/2017,2122,364,10.926
01/05/2017,2210,91,8.778
01/05/2017,2121,364,10.938
24/04/2017,2209,91,8.779
24/04/2017,2119,364,10.924
17/04/2017,2208,91,8.773
17/04/2017,2118,364,10.925
10/04/2017,2207,91,8.769
10/04/2017,2117,364,10.925
03/04/2017,2206,91,8.756
03/04/2017,2116,364,10.919
06/03/2017,2202,91,8.628
06/03/2017,2183,182,10.525
06/03/2017,2112,364,10.895
27/02/2017,2201,91,8.618
27/02/2017,2182,182,10.529
27/02/2017,2111,364,10.899
20/02/2017,2200,91,8.631
20/02/2017,2181,182,10.524
20/02/2017,2110,364,10.939
13/02/2017,2199,91,8.656
13/02/2017,2180,182,10.521
13/02/2017,2109,364,10.94
30/01/2017,2197,91,8.662
30/01/2017,2178,182,10.535
30/01/2017,2107,364,10.919
23/01/2017,2196,91,8.661
23/01/2017,2106,364,11.004
23/01/2017,2177,182,10.533
16/01/2017,2105,364,10.989
16/01/2017,2176,182,10.463
16/01/2017,2195,91,8.648
09/01/2017,2104,364,11.01
09/01/2017,2175,182,10.467
09/01/2017,2194,91,8.552
02/01/2017,2174,182,10.475
02/01/2017,2193,91,8.553
26/12/2016,2192,91,8.561
26/12/2016,2173,182,10.493
26/12/2016,2101,364,11.024
19/12/2016,2191,91,8.484
19/12/2016,2172,182,10.56
12/12/2016,2190,91,8.359
12/12/2016,2171,182,10.495
12/12/2016,2100,364,11.093
05/12/2016,2189,91,8.362
05/12/2016,2170,182,10.462
05/12/2016,2097,364,10.9
28/11/2016,2169,182,10.371
28/11/2016,2096,364,10.886
28/11/2016,2188,91,8.326
21/11/2016,2187,91,8.331
21/11/2016,2168,182,10.36
21/11/2016,2095,364,10.862
14/11/2016,2167,182,10.302
14/11/2016,2094,364,10.717
14/11/2016,2186,91,7.96
14/11/2016,2186,91,8.23
14/11/2016,2167,182,10.302
14/11/2016,2094,364,10.717
07/11/2016,2166,182,10.296
07/11/2016,2185,91,8.113
07/11/2016,2093,364,10.609
31/10/2016,2184,91,8.03
31/10/2016,2165,182,10.27
31/10/2016,2092,364,10.576
31/10/2016,2165,182,10.27
31/10/2016,2184,91,8.03
31/10/2016,2092,364,10.576
24/10/2016,2183,91,7.696
24/10/2016,2164,182,10.357
24/10/2016,2091,364,10.412
24/10/2016,2183,91,7.696
24/10/2016,2091,364,10.412
24/10/2016,2164,182,10.357
17/10/2016,2163,182,10.292
17/10/2016,2090,364,10.329
17/10/2016,2182,91,7.719
17/10/2016,2163,182,10.292
17/10/2016,2090,364,10.329
17/10/2016,2182,91,7.719
10/10/2016,2181,91,7.759
10/10/2016,2162,182,10.34
10/10/2016,2089,364,10.343
10/10/2016,2089,364,10.343
10/10/2016,2181,91,7.759
10/10/2016,2162,182,10.34
03/10/2016,2161,182,10.416
03/10/2016,2088,364,10.417
03/10/2016,2180,91,7.816
03/10/2016,2088,364,10.417
03/10/2016,2161,182,10.416
03/10/2016,2180,91,7.816
26/09/2016,2179,91,7.89
26/09/2016,2087,364,10.599
26/09/2016,2160,182,10.568
26/09/2016,2160,182,10.568
26/09/2016,2087,364,10.599
26/09/2016,2179,91,7.89
19/09/2016,2178,91,7.986
19/09/2016,2159,182,10.753
19/09/2016,2086,364,10.894
19/09/2016,2086,364,10.894
19/09/2016,2159,182,10.753
19/09/2016,2178,91,7.986
12/09/2016,2177,91,8.087
12/09/2016,2158,182,10.943
12/09/2016,2085,364,11.129
12/09/2016,2177,91,8.087
12/09/2016,2158,182,10.943
12/09/2016,2085,364,11.129
05/09/2016,2176,91,8.258
05/09/2016,2157,182,11.125
05/09/2016,2084,364,11.502
05/09/2016,2176,91,8.258
05/09/2016,2157,182,11.125
05/09/2016,2084,364,11.502
29/08/2016,2175,91,8.607
29/08/2016,2156,182,11.182
29/08/2016,2083,364,11.982
29/08/2016,2083,364,11.982
29/08/2016,2156,182,11.182
29/08/2016,2175,91,8.607
22/08/2016,2174,91,8.609
22/08/2016,2155,182,11.02
22/08/2016,2082,364,11.865
22/08/2016,2082,364,11.865
22/08/2016,2155,182,11.02
22/08/2016,2174,91,8.609
15/08/2016,2173,91,8.541
15/08/2016,2154,182,10.811
15/08/2016,2081,364,11.684
15/08/2016,2081,364,11.684
15/08/2016,2173,91,8.541
15/08/2016,2154,182,10.811
08/08/2016,2172,91,8.349
08/08/2016,2153,182,10.696
08/08/2016,2080,364,11.405
08/08/2016,2153,182,10.696
08/08/2016,2080,364,11.405
08/08/2016,2172,91,8.349
01/08/2016,2171,91,8.293
01/08/2016,2152,182,10.474
01/08/2016,2079,364,11.369
01/08/2016,2152,182,10.474
01/08/2016,2171,91,8.293
01/08/2016,2079,364,11.369
25/07/2016,2170,91,7.919
25/07/2016,2151,182,10.205
25/07/2016,2078,364,11.027
25/07/2016,2151,182,10.205
25/07/2016,2078,364,11.027
25/07/2016,2151,182,10.205
25/07/2016,2078,364,11.027
25/07/2016,2151,182,10.205
25/07/2016,2170,91,7.919
18/07/2016,2169,91,7.649
18/07/2016,2150,182,9.914
18/07/2016,2077,364,10.869
18/07/2016,2077,364,10.869
18/07/2016,2169,91,7.649
18/07/2016,2150,182,9.914
11/07/2016,2168,91,7.027
11/07/2016,2149,182,9.647
11/07/2016,2076,364,10.952
11/07/2016,2076,364,10.952
11/07/2016,2149,182,9.647
11/07/2016,2168,91,7.027
04/07/2016,2167,91,7.045
04/07/2016,2148,182,9.393
04/07/2016,2075,364,10.676
04/07/2016,2075,364,10.676
04/07/2016,2148,182,9.393
04/07/2016,2167,91,7.045
27/06/2016,2166,91,7.059
27/06/2016,2147,182,9.239
27/06/2016,2074,364,10.737
27/06/2016,2074,364,10.737
27/06/2016,2147,182,9.239
27/06/2016,2166,91,7.059
20/06/2016,2165,91,7.161
20/06/2016,2146,182,9.545
20/06/2016,2073,364,10.734
20/06/2016,2073,364,10.734
20/06/2016,2146,182,9.545
20/06/2016,2165,91,7.161
13/06/2016,2164,91,7.303
13/06/2016,2145,182,9.648
13/06/2016,2072,364,10.844
13/06/2016,2145,182,9.648
13/06/2016,2164,91,7.303
13/06/2016,2072,364,10.844
06/06/2016,2163,91,7.477
06/06/2016,2144,182,9.799
06/06/2016,2071,364,11.049
06/06/2016,2071,364,11.049
06/06/2016,2163,91,7.477
06/06/2016,2144,182,9.799
30/05/2016,2162,91,7.711
30/05/2016,2143,182,9.999
30/05/2016,2070,364,11.293
30/05/2016,2162,91,7.711
30/05/2016,2070,364,11.293
30/05/2016,2143,182,9.999
23/05/2016,2161,91,7.998
23/05/2016,2142,182,10.137
23/05/2016,2069,364,11.57
23/05/2016,2142,182,10.137
23/05/2016,2069,364,11.57
23/05/2016,2161,91,7.998
23/05/2016,2142,182,10.137
23/05/2016,2069,364,11.57
16/05/2016,2160,91,8.189
16/05/2016,2141,182,10.273
16/05/2016,2068,364,11.689
16/05/2016,2141,182,10.273
16/05/2016,2068,364,11.689
16/05/2016,2160,91,8.189
09/05/2016,2159,91,8.332
09/05/2016,2140,182,10.366
09/05/2016,2067,364,11.723
09/05/2016,2067,364,11.723
09/05/2016,2159,91,8.332
09/05/2016,2140,182,10.366
02/05/2016,2158,91,8.581
02/05/2016,2139,182,10.453
02/05/2016,2066,364,11.745
02/05/2016,2158,91,8.581
02/05/2016,2139,182,10.453
02/05/2016,2066,364,11.745
25/04/2016,2157,91,8.77
25/04/2016,2138,182,10.691
25/04/2016,2064,364,11.8
25/04/2016,2064,364,11.8
25/04/2016,2157,91,8.77
25/04/2016,2138,182,10.691
18/04/2016,2156,91,8.942
18/04/2016,2137,182,10.938
18/04/2016,2063,364,11.791
18/04/2016,2063,364,11.791
18/04/2016,2137,182,10.938
18/04/2016,2156,91,8.942
11/04/2016,2155,91,9.001
11/04/2016,2136,182,10.833
11/04/2016,2062,364,11.869
11/04/2016,2136,182,10.833
11/04/2016,2062,364,11.869
11/04/2016,2155,91,9.001
04/04/2016,2154,91,8.965
04/04/2016,2135,182,10.729
04/04/2016,2061,364,11.886
04/04/2016,2135,182,10.729
04/04/2016,2061,364,11.886
04/04/2016,2154,91,8.965
28/03/2016,2153,91,8.41
28/03/2016,2134,182,10.662
28/03/2016,2060,364,11.914
28/03/2016,2134,182,10.662
28/03/2016,2153,91,8.41
28/03/2016,2060,364,11.914
21/03/2016,2152,91,8.597
21/03/2016,2133,182,10.499
21/03/2016,2059,364,12.019
21/03/2016,2152,91,8.597
21/03/2016,2133,182,10.499
21/03/2016,2059,364,12.019
14/03/2016,2151,91,8.807
14/03/2016,2132,182,10.89
14/03/2016,2058,364,12.247
14/03/2016,2132,182,10.89
14/03/2016,2058,364,12.247
14/03/2016,2151,91,8.807
14/03/2016,2132,182,10.89
14/03/2016,2058,364,12.247
07/03/2016,2150,91,9.06
07/03/2016,2130,182,11.627
07/03/2016,2057,364,12.838
07/03/2016,2150,91,9.06
07/03/2016,2131,182,11.627
07/03/2016,2057,364,12.838
29/02/2016,2149,91,9.316
29/02/2016,2129,182,11.925
29/02/2016,2056,364,13.25
29/02/2016,2056,364,13.25
29/02/2016,2149,91,9.316
29/02/2016,2130,364,11.925
22/02/2016,2148,91,9.938
22/02/2016,2128,182,13.251
22/02/2016,2055,364,13.406
22/02/2016,2055,364,13.406
22/02/2016,2148,91,9.938
22/02/2016,2129,182,12.476
15/02/2016,2054,364,13.605
15/02/2016,2147,91,10.835
15/02/2016,2054,364,13.605
15/02/2016,2128,182,13.251
11/02/2016,2147,91,10.835
08/02/2016,2053,364,13.964
08/02/2016,2127,182,13.912
08/02/2016,2146,91,11.361
08/02/2016,2053,364,13.964
04/02/2016,2146,91,11.361
03/02/2016,2127,182,13.912
01/02/2016,2145,91,11.702
01/02/2016,2126,182,14.38
01/02/2016,2052,364,14.488
01/02/2016,2052,364,14.488
01/02/2016,2126,182,14.38
01/02/2016,2145,91,11.702
25/01/2016,2144,91,11.756
25/01/2016,2125,182,14.18
25/01/2016,2051,364,14.919
25/01/2016,2125,182,14.18
25/01/2016,2144,91,11.756
25/01/2016,2051,364,14.919
18/01/2016,2143,91,11.434
18/01/2016,2124,182,13.716
18/01/2016,2050,364,14.335
18/01/2016,2143,91,11.434
18/01/2016,2124,182,13.716
18/01/2016,2050,364,14.335
11/01/2016,2142,91,11.398
11/01/2016,2123,182,13.164
11/01/2016,2049,364,13.803
11/01/2016,2123,182,13.164
11/01/2016,2049,364,13.803
11/01/2016,2142,91,11.398
04/01/2016,2141,91,10.845
04/01/2016,2122,182,12.762
04/01/2016,2122,182,12.762
04/01/2016,2048,364,13.254
04/01/2016,2141,91,10.845
04/01/2016,2122,182,12.762
04/01/2016,2048,364,13.254
28/12/2015,2140,91,10.406
28/12/2015,2121,182,12.336
28/12/2015,2046,364,12.747
28/12/2015,2046,364,12.747
28/12/2015,2140,91,10.406
28/12/2015,2122,182,12.762
21/12/2015,2139,91,9.946
21/12/2015,2120,182,11.717
21/12/2015,2045,364,12.482
21/12/2015,2120,182,11.717
21/12/2015,2139,91,9.946
21/12/2015,2121,182,12.336
14/12/2015,2138,91,9.667
14/12/2015,2119,182,11.099
14/12/2015,2044,364,12.561
14/12/2015,2044,364,12.561
14/12/2015,2138,91,9.667
14/12/2015,2045,364,12.482
07/12/2015,2137,91,9.218
07/12/2015,2118,182,10.558
07/12/2015,2043,364,12.212
07/12/2015,2137,91,9.218
07/12/2015,2043,364,12.212
07/12/2015,2119,182,11.099
30/11/2015,2136,91,9.21
30/11/2015,2117,182,10.092
30/11/2015,2042,364,11.934
30/11/2015,2117,182,10.092
30/11/2015,2042,364,11.934
30/11/2015,2118,182,10.558
23/11/2015,2135,91,9.578
23/11/2015,2116,182,10.203
23/11/2015,2041,364,12.086
23/11/2015,2135,91,9.578
23/11/2015,2041,364,12.086
23/11/2015,2136,91,9.21
16/11/2015,2134,91,9.654
16/11/2015,2115,182,12.282
16/11/2015,2040,364,13.62
16/11/2015,2040,364,13.62
16/11/2015,2115,182,12.282
16/11/2015,2116,182,10.203
09/11/2015,2133,91,13.763
09/11/2015,2114,182,16.492
09/11/2015,2039,364,17.13
09/11/2015,2133,91,13.763
09/11/2015,2039,364,17.13
09/11/2015,2134,91,9.654
02/11/2015,2132,91,19.471
02/11/2015,2113,182,21.028
02/11/2015,2038,364,21.212
02/11/2015,2113,182,21.028
02/11/2015,2038,364,21.212
02/11/2015,2114,182,16.492
26/10/2015,2131,91,22.492
26/10/2015,2112,182,22.291
26/10/2015,2037,364,22.363
26/10/2015,2112,182,22.291
26/10/2015,2132,91,19.471
19/10/2015,2130,91,22.133
19/10/2015,2111,182,22.291
19/10/2015,2037,364,22.363
19/10/2015,2037,364,22.363
19/10/2015,2130,91,22.133
19/10/2015,2131,91,22.492
12/10/2015,2129,91,21.353
12/10/2015,2110,182,21.607
12/10/2015,2035,364,21.498
12/10/2015,2035,364,21.498
12/10/2015,2110,182,21.607
12/10/2015,2111,182,22.291
05/10/2015,2128,91,20.637
05/10/2015,2109,182,20.331
05/10/2015,2034,364,20.695
05/10/2015,2128,91,20.637
05/10/2015,2109,182,20.331
05/10/2015,2129,91,21.353
28/09/2015,2127,91,18.607
28/09/2015,2108,182,14.551
28/09/2015,2032,364,16.301
28/09/2015,2032,364,16.301
28/09/2015,2127,91,18.607
28/09/2015,2034,364,20.695
21/09/2015,2126,91,14.486
21/09/2015,2107,182,13.861
21/09/2015,2031,364,15.768
21/09/2015,2031,364,15.768
21/09/2015,2107,182,13.861
21/09/2015,2108,182,14.551
14/09/2015,2125,91,13.858
14/09/2015,2106,182,12.877
14/09/2015,2030,364,14.948
14/09/2015,2106,182,12.877
14/09/2015,2125,91,13.858
14/09/2015,2126,91,14.486
07/09/2015,2124,91,11.502
07/09/2015,2105,182,12.305
07/09/2015,2029,364,13.967
07/09/2015,2029,364,13.967
07/09/2015,2124,91,11.502
07/09/2015,2030,364,14.948
31/08/2015,2123,91,11.512
31/08/2015,2104,182,12.363
31/08/2015,2028,364,13.819
31/08/2015,2104,182,12.363
31/08/2015,2028,364,13.819
31/08/2015,2105,182,12.305
24/08/2015,2122,91,11.565
24/08/2015,2103,182,12.261
24/08/2015,2027,364,13.045
24/08/2015,2103,182,12.261
24/08/2015,2027,364,13.045
24/08/2015,2123,91,11.512
17/08/2015,2121,91,11.496
17/08/2015,2102,182,11.9
17/08/2015,2026,364,13.001
17/08/2015,2121,91,11.496
17/08/2015,2026,364,13.001
17/08/2015,2122,91,11.565
20/07/2015,2117,91,11.327
20/07/2015,2098,182,12.153
20/07/2015,2022,364,12.532
20/07/2015,2022,364,12.532
20/07/2015,2098,182,12.153
20/07/2015,2102,182,11.9
13/07/2015,2116,91,11.285
13/07/2015,2097,182,12.051
13/07/2015,2021,364,11.137
13/07/2015,2097,182,12.051
13/07/2015,2116,91,11.285
13/07/2015,2117,91,11.327
06/07/2015,2115,91,8.165
06/07/2015,2096,182,11.025
06/07/2015,2020,364,11.025
06/07/2015,2020,364,11.025
06/07/2015,2115,91,8.165
06/07/2015,2021,364,11.137
29/06/2015,2114,91,8.274
29/06/2015,2095,182,10.554
29/06/2015,2019,364,11.071
29/06/2015,2114,91,8.274
29/06/2015,2095,182,10.554
29/06/2015,2096,182,11.025
22/06/2015,2113,91,8.317
22/06/2015,2094,182,10.641
22/06/2015,2018,364,11.139
22/06/2015,2018,364,11.139
22/06/2015,2094,182,10.641
22/06/2015,2019,364,11.071
15/06/2015,2112,91,8.312
15/06/2015,2093,182,10.538
15/06/2015,2017,364,11.088
15/06/2015,2093,182,10.538
15/06/2015,2017,364,11.088
15/06/2015,2113,91,8.317
08/06/2015,2111,91,8.224
08/06/2015,2092,182,10.5
08/06/2015,2016,364,10.8
08/06/2015,2016,364,10.8
08/06/2015,2111,91,8.224
08/06/2015,2112,91,8.312
01/06/2015,2110,91,8.162
01/06/2015,2091,182,10.5
01/06/2015,2015,364,10.8
01/06/2015,2110,91,8.162
01/06/2015,2015,364,10.8
01/06/2015,2092,182,10.5
25/05/2015,2109,91,8.124
25/05/2015,2090,182,10.55
25/05/2015,2014,364,10.808
25/05/2015,2014,364,10.808
25/05/2015,2090,182,10.55
25/05/2015,2091,182,10.5
18/05/2015,2108,91,8.167
18/05/2015,2089,182,10.348
18/05/2015,2013,364,10.768
18/05/2015,2108,91,8.167
18/05/2015,2013,364,10.768
18/05/2015,2109,91,8.124
11/05/2015,2107,91,8.357
11/05/2015,2088,182,10.326
11/05/2015,2012,364,10.677
11/05/2015,2012,364,10.677
11/05/2015,2107,91,8.357
11/05/2015,2089,182,10.348
04/05/2015,2106,91,8.378
04/05/2015,2087,182,10.268
04/05/2015,2011,364,10.605
04/05/2015,2011,364,10.605
04/05/2015,2106,91,8.378
04/05/2015,2088,182,10.326
27/04/2015,2105,91,8.406
27/04/2015,2086,182,10.272
27/04/2015,2009,364,10.595
27/04/2015,2009,364,10.595
27/04/2015,2105,91,8.406
27/04/2015,2087,182,10.268
20/04/2015,2104,91,8.408
20/04/2015,2085,182,10.252
20/04/2015,2008,364,10.576
20/04/2015,2085,182,10.252
20/04/2015,2008,364,10.576
20/04/2015,2086,182,10.272
13/04/2015,2103,91,8.422
13/04/2015,2084,182,10.248
13/04/2015,2007,364,10.564
13/04/2015,2103,91,8.422
13/04/2015,2084,182,10.248
13/04/2015,2104,91,8.408
06/04/2015,2102,91,8.454
06/04/2015,2083,182,10.271
06/04/2015,2006,364,10.543
06/04/2015,2083,182,10.271
06/04/2015,2006,364,10.543
06/04/2015,2007,364,10.564
30/03/2015,2101,91,8.438
30/03/2015,2082,182,10.3
30/03/2015,2005,364,10.553
30/03/2015,2101,91,8.438
30/03/2015,2082,182,10.3
30/03/2015,2102,91,8.454
23/03/2015,2100,91,8.447
23/03/2015,2081,182,10.326
23/03/2015,2004,364,10.596
23/03/2015,2081,182,10.326
23/03/2015,2100,91,8.447
23/03/2015,2005,364,10.553
16/03/2015,2099,91,8.453
16/03/2015,2080,182,10.356
16/03/2015,2003,364,10.636
16/03/2015,2099,91,8.453
16/03/2015,2003,364,10.636
16/03/2015,2004,364,10.596
09/03/2015,2098,91,8.463
09/03/2015,2079,182,10.375
09/03/2015,2002,364,10.768
09/03/2015,2098,91,8.463
09/03/2015,2002,364,10.768
09/03/2015,2080,182,10.356
02/03/2015,2097,91,8.645
02/03/2015,2078,182,10.367
02/03/2015,2001,364,10.892
02/03/2015,2078,182,10.367
02/03/2015,2097,91,8.645
02/03/2015,2079,182,10.375
23/02/2015,2096,91,8.64
23/02/2015,2077,182,10.377
23/02/2015,2000,364,10.907
23/02/2015,2077,182,10.377
23/02/2015,2000,364,10.907
23/02/2015,2001,364,10.892
16/02/2015,2095,91,8.563
16/02/2015,2076,182,10.403
16/02/2015,1999,364,10.942
16/02/2015,2076,182,10.403
16/02/2015,1999,364,10.942
16/02/2015,2096,91,8.64
09/02/2015,2094,91,8.582
09/02/2015,2075,182,10.362
09/02/2015,1998,364,10.987
09/02/2015,2075,182,10.362
09/02/2015,1998,364,10.987
09/02/2015,2095,91,8.563
02/02/2015,2093,91,8.572
02/02/2015,2074,182,10.334
02/02/2015,1997,364,10.984
02/02/2015,2093,91,8.572
02/02/2015,2074,182,10.334
02/02/2015,2094,91,8.582
26/01/2015,2092,91,8.684
26/01/2015,2073,182,10.282
26/01/2015,1996,364,10.825
26/01/2015,2092,91,8.684
26/01/2015,2073,182,10.282
26/01/2015,1997,364,10.984
19/01/2015,2091,91,8.601
19/01/2015,2072,182,10.237
19/01/2015,1995,364,10.707
19/01/2015,2072,182,10.237
19/01/2015,2091,91,8.601
19/01/2015,1996,364,10.825
12/01/2015,2090,91,8.529
12/01/2015,2071,182,10.2
12/01/2015,1994,364,10.679
12/01/2015,2090,91,8.529
12/01/2015,2071,182,10.2
12/01/2015,1995,364,10.707
05/01/2015,2089,91,8.532
05/01/2015,2070,182,10.048
05/01/2015,1993,364,10.687
05/01/2015,1993,364,10.687
05/01/2015,2070,182,10.048
05/01/2015,1994,364,10.679
29/12/2014,2088,91,8.571
29/12/2014,2069,182,9.855
29/12/2014,1991,364,10.575
29/12/2014,2069,182,9.855
29/12/2014,2088,91,8.571
29/12/2014,2089,91,8.532
22/12/2014,2087,91,8.513
22/12/2014,2068,182,9.517
22/12/2014,1990,364,10.388
22/12/2014,2087,91,8.513
22/12/2014,1991,364,10.575
15/12/2014,2086,91,8.595
15/12/2014,2067,182,9.45
15/12/2014,1989,364,10.388
15/12/2014,2086,91,8.595
15/12/2014,2067,182,9.45
15/12/2014,1990,364,10.388
08/12/2014,2085,91,8.615
08/12/2014,2066,182,9.318
08/12/2014,1988,364,10.285
08/12/2014,2066,182,9.318
08/12/2014,1988,364,10.285
08/12/2014,1989,364,10.388
01/12/2014,2084,91,8.605
01/12/2014,2065,182,9.286
01/12/2014,1987,364,10.251
01/12/2014,2065,182,9.286
01/12/2014,1987,364,10.251
01/12/2014,2085,91,8.615
24/11/2014,2083,91,8.597
24/11/2014,2064,182,9.201
24/11/2014,1986,364,10.244
24/11/2014,1986,364,10.244
24/11/2014,2083,91,8.597
24/11/2014,2084,91,8.605
17/11/2014,2082,91,8.609
17/11/2014,2063,182,9.211
17/11/2014,1985,364,10.212
17/11/2014,2082,91,8.609
17/11/2014,2063,182,9.211
17/11/2014,2064,182,9.201
10/11/2014,2081,91,8.696
10/11/2014,2062,182,9.183
10/11/2014,1984,364,10.242
10/11/2014,2062,182,9.183
10/11/2014,2081,91,8.696
10/11/2014,1985,364,10.212
03/11/2014,2080,91,8.67
03/11/2014,2061,182,9.105
03/11/2014,1983,364,10.257
03/11/2014,2080,91,8.67
03/11/2014,2061,182,9.105
03/11/2014,1984,364,10.242
27/10/2014,2079,91,8.706
27/10/2014,2060,182,9
27/10/2014,1982,364,10.231
27/10/2014,2079,91,8.706
27/10/2014,2060,182,9
27/10/2014,1983,364,10.257
20/10/2014,2078,91,8.715
20/10/2014,2059,182,8.986
20/10/2014,1981,364,10.172
20/10/2014,2059,182,8.986
20/10/2014,1981,364,10.172
20/10/2014,1982,364,10.231
13/10/2014,2077,91,8.614
13/10/2014,2058,182,8.913
13/10/2014,1980,364,10.327
13/10/2014,1980,364,10.327
13/10/2014,2077,91,8.614
13/10/2014,2078,91,8.715
06/10/2014,2076,91,8.63
06/10/2014,2057,182,8.742
06/10/2014,1979,364,10.38
06/10/2014,2076,91,8.63
06/10/2014,2057,182,8.742
06/10/2014,2058,182,8.913
29/09/2014,2075,91,8.653
29/09/2014,2056,182,8.741
29/09/2014,1977,364,10.357
29/09/2014,2056,182,8.741
29/09/2014,1977,364,10.357
29/09/2014,1979,364,10.38
22/09/2014,2074,91,8.637
22/09/2014,2055,182,8.604
22/09/2014,1976,364,10.276
22/09/2014,2055,182,8.604
22/09/2014,2074,91,8.637
22/09/2014,2075,91,8.653
15/09/2014,2073,91,8.219
15/09/2014,2054,182,8.55
15/09/2014,1975,364,10.163
15/09/2014,2073,91,8.219
15/09/2014,1975,364,10.163
15/09/2014,1976,364,10.276
08/09/2014,2072,91,8.187
08/09/2014,2053,182,8.55
08/09/2014,1974,364,10.233
08/09/2014,2053,182,8.55
08/09/2014,2072,91,8.187
08/09/2014,2054,182,8.55
01/09/2014,2071,91,8.2
01/09/2014,2052,182,8.605
01/09/2014,1973,364,10.253
01/09/2014,2071,91,8.2
01/09/2014,2052,182,8.605
01/09/2014,1974,364,10.233
25/08/2014,2070,91,8.209
25/08/2014,2051,182,8.693
25/08/2014,1972,364,10.249
25/08/2014,2070,91,8.209
25/08/2014,1972,364,10.249
25/08/2014,1973,364,10.253
18/08/2014,2069,91,8.234
18/08/2014,2050,182,8.7
18/08/2014,1971,364,10.263
18/08/2014,1971,364,10.263
18/08/2014,2069,91,8.234
18/08/2014,2051,182,8.693
11/08/2014,2068,91,8.244
11/08/2014,2049,182,8.7
11/08/2014,1970,364,10.273
11/08/2014,2068,91,8.244
11/08/2014,1970,364,10.273
11/08/2014,2050,182,8.7
04/08/2014,2067,91,8.475
04/08/2014,2048,182,9.296
04/08/2014,1969,364,10.33
04/08/2014,1969,364,10.33
04/08/2014,2048,182,9.296
04/08/2014,2049,182,8.7
28/07/2014,2066,91,8.694
28/07/2014,2047,182,10.06
28/07/2014,1968,364,10.33
28/07/2014,2047,182,10.06
28/07/2014,2066,91,8.694
28/07/2014,2067,91,8.475
21/07/2014,2065,91,9.274
21/07/2014,2046,182,10.43
21/07/2014,1967,364,10.558
21/07/2014,2065,91,9.274
21/07/2014,1967,364,10.558
21/07/2014,1968,364,10.33
14/07/2014,2064,91,9.727
14/07/2014,2045,182,10.97
14/07/2014,1966,364,11.165
14/07/2014,2064,91,9.727
14/07/2014,1966,364,11.165
14/07/2014,2046,182,10.43
07/07/2014,2063,91,11.408
07/07/2014,2044,182,11.5
07/07/2014,1965,364,11.788
07/07/2014,2063,91,11.408
07/07/2014,2044,182,11.5
07/07/2014,2045,182,10.97
30/06/2014,2062,91,11.438
30/06/2014,2043,182,11.585
30/06/2014,1964,364,11.186
30/06/2014,1964,364,11.186
30/06/2014,2062,91,11.438
30/06/2014,1965,364,11.788
23/06/2014,2061,91,10.25
23/06/2014,2042,182,10.711
23/06/2014,1963,364,10.981
23/06/2014,2061,91,10.25
23/06/2014,2042,182,10.711
23/06/2014,2043,182,11.585
16/06/2014,2060,91,9.275
16/06/2014,2041,182,10.323
16/06/2014,1962,364,10.239
16/06/2014,1962,364,10.239
16/06/2014,2041,182,10.323
16/06/2014,1963,364,10.981
09/06/2014,2059,91,9.283
09/06/2014,2040,182,10.016
09/06/2014,1961,364,10.086
09/06/2014,2059,91,9.283
09/06/2014,1961,364,10.086
09/06/2014,2060,91,9.275
02/06/2014,2058,91,8.802
02/06/2014,2039,182,9.888
02/06/2014,1960,364,10.248
02/06/2014,2039,182,9.888
02/06/2014,1960,364,10.248
02/06/2014,2040,182,10.016
26/05/2014,2057,91,8.885
26/05/2014,2038,182,9.927
26/05/2014,1959,364,10.079
